Time            fiSYS fiDIA fiMAP  HR   IBI  SV    CO   EJT    TPR Artifact Zao   Cwk Height
s                mmHg  mmHg  mmHg bpm     s  ml   lpm     s     MU _TPSROD2 mMU    MU   mmHg
0,000           [Res] 21071400  
0,000           [Res] 03483511  
0,000           [Res] BF v3.7   
0,000           [Res] BEATF-MF-2
0,000           [Res] BFmf32-2ch
0,000           [Res] mf-vs-3.21
0,000           [Res] TNOsamples
0,000           [Res] un-delayed
0,000           [Res] sfreq100Hz
0,000           [Res] preschan=1
0,000           [Res] p-site=FIN
0,000           [Res] unfiltered
0,005           [Por] Finger fixed, cuff C2
0,000           [Res] lvl-as-is-
0,000           [Res] calibration 100,0, at 12:37:20.000
0,000           [Res] Start sampling at 12:37:20.00
0,005           [Por] Male     34 y 168 cm  78 kg
0,000           [Res] Female   23 y 173 cm  60 kg
0,000           [Res] hitechan=2
0,000           [Res] markchan=0
0,000           [Res] select=EJT
0,545           [Por] Physiocal  on, Hgt off, C2
267,450           121    69    83  43 1,390  63  2,71 0,350  1,837 10000000  65  2,24    127
268,840           120    68    84  44 1,350  69  3,05 0,350  1,652 10001000  65  2,26    127
270,190           120    68    85  51 1,180  63  3,21 0,340  1,593 10001000  65  2,24    127
271,370           124    72    87  48 1,260  63  2,97 0,350  1,747 10001000  65  2,18    127
272,630           127    72    89  45 1,330  70  3,15 0,360  1,700 10000000  65  2,18    127
273,960           125    75    87  46 1,300  60  2,76 0,340  1,885 10001000  65  2,11    127
275,260           123    69    86  49 1,230  65  3,19 0,350  1,622 10000000  65  2,23    127
276,490           125    72    88  53 1,130  63  3,31 0,350  1,599 10000000  65  2,17    127
277,620           129    74    87  43 1,410  67  2,85 0,340  1,821 10000000  65  2,14    127
279,030           124    69    84  46 1,310  58  2,68 0,320  1,880 10001000  65  2,23    127
280,340           127    73    87  49 1,230  66  3,22 0,370  1,621 10000000  65  2,15    127
281,570           123    70    83  47 1,280  62  2,93 0,340  1,694 10000000  65  2,22    127
282,850           122    68    83  50 1,200  58  2,89 0,300  1,717 10001000  65  2,25    127
284,050           129    70    85  44 1,360  70  3,07 0,350  1,661 10000000  65  2,22    127
285,410           127    69    84  48 1,250  66  3,16 0,350  1,599 10001000  65  2,24    127
286,660           127    68    86  61 0,990  60  3,63 0,290  1,425 10000000  65  2,25    127
287,650           126    75    86  45 1,320  59  2,68 0,330  1,919 10000000  65  2,12    127
288,970           132    70    86  44 1,370  69  3,05 0,350  1,686 10001000  65  2,22    127
290,340           133    71    85  43 1,380  68  2,96 0,350  1,712 10001000  65  2,20    127
291,720           127    69    82  46 1,300  60  2,75 0,350  1,789 10001000  65  2,23    127
293,020           128    70    82  43 1,380  65  2,83 0,340  1,743 10000000  65  2,22    127
294,400           126    68    82  45 1,340  64  2,86 0,360  1,725 10001000  65  2,26    127
295,740           127    69    82  43 1,380  67  2,90 0,350  1,696 10001000  65  2,24    127
297,120           120    68    79  47 1,290  54  2,51 0,350  1,894 10001000  65  2,25    127
298,410           124    67    82  43 1,380  69  3,00 0,360  1,630 10000000  65  2,27    127
299,790           121    66    79  44 1,350  63  2,79 0,370  1,704 10001000  65  2,28    127
301,140           116    64    78  46 1,310  57  2,62 0,360  1,780 10000000  65  2,30    127
302,450           121    65    80  42 1,420  72  3,04 0,360  1,583 10000000  65  2,30    127
303,870           117    65    79  45 1,330  58  2,61 0,330  1,810 10001000  65  2,30    127
305,200           120    66    82  44 1,360  68  2,98 0,350  1,645 10000000  65  2,29    127
306,560           124    67    84  43 1,400  71  3,06 0,360  1,651 10001000  65  2,26    127
307,960           126    70    84  44 1,370  62  2,74 0,340  1,844 10001000  65  2,22    127
309,330           129    70    85  43 1,390  70  3,01 0,350  1,694 10000000  65  2,22    127
310,720           122    70    81  45 1,340  53  2,40 0,290  2,018 10001000  65  2,21    127
312,060           124    67    81  44 1,370  64  2,83 0,350  1,717 10000000  65  2,26    127
313,430           119    66    80  44 1,360  59  2,59 0,350  1,853 10001000  65  2,28    127
314,545         [Por] EVENTMARK
314,540         [Res] EVENTMARK
314,790           126    68    83  43 1,380  70  3,05 0,350  1,632 10000000  65  2,26    127
316,170           122    67    80  44 1,360  58  2,54 0,350  1,895 10001000  65  2,27    127
317,530           127    67    83  44 1,360  70  3,07 0,350  1,622 10001000  65  2,26    127
318,890           123    67    81  44 1,350  60  2,66 0,360  1,821 10001000  65  2,27    127
320,240           126    68    82  44 1,350  67  2,98 0,350  1,651 10000000  65  2,26    127
321,590           125    67    82  44 1,350  66  2,94 0,350  1,668 10000000  65  2,26    127
322,940           122    67    80  44 1,350  60  2,67 0,340  1,797 10000000  65  2,27    127
324,290           122    66    79  44 1,350  62  2,74 0,340  1,729 10001000  65  2,28    127
325,640           114    64    76  46 1,310  54  2,50 0,360  1,818 10000000  65  2,31    127
326,950           118    63    79  45 1,340  68  3,05 0,350  1,559 10000000  65  2,31    127
328,290           120    65    83  46 1,310  70  3,23 0,360  1,532 10000000  65  2,30    127
329,600           124    69    83  44 1,370  63  2,76 0,340  1,798 10001000  65  2,23    127
330,970           128    68    85  44 1,360  72  3,17 0,310  1,608 10001000  65  2,24    127
332,330           126    70    84  45 1,330  63  2,82 0,300  1,781 10001000  65  2,21    127
333,660           127    69    86  45 1,320  70  3,17 0,350  1,618 10001000  65  2,23    127
334,980           127    72    85  47 1,290  59  2,72 0,330  1,863 10000000  65  2,17    127
336,270           132    71    86  47 1,270  70  3,27 0,350  1,573 10000000  65  2,20    127
337,540           126    72    83  48 1,250  57  2,71 0,330  1,826 10001000  65  2,18    127
338,790           130    69    83  44 1,350  71  3,15 0,350  1,571 10000000  65  2,23    127
340,140           123    67    81  49 1,220  60  2,94 0,330  1,653 10001000  65  2,26    127
341,360           126    68    82  45 1,330  72  3,25 0,360  1,518 10001000  65  2,25    127
342,690           124    67    82  52 1,150  72  3,76 0,360  1,312 10101000  65  2,26    127
343,840           124    67    82  44 1,370  72  3,18 0,360  1,551 10100000  65  2,26    127
345,210           124    67    82  44 1,360  72  3,18 0,360  1,551 10100000  65  2,26    127
346,570           130    71    86  50 1,210  59  2,91 0,330  1,768 10001000  65  2,19    127
347,780           131    71    85  44 1,350  66  2,95 0,350  1,733 10001000  65  2,20    127
349,130           129    69    85  46 1,300  68  3,13 0,360  1,634 10001000  65  2,24    127
350,430           126    70    86  51 1,170  60  3,10 0,330  1,654 10001000  65  2,21    127
351,600           132    71    87  47 1,290  72  3,32 0,350  1,572 10001000  65  2,19    127
352,890           130    70    88  50 1,190  71  3,56 0,350  1,478 10001000  65  2,22    127
